SL_No.,Clothing_ID,Age,Review,Rating,Recommendation_Indicator,Positive_Feedback_Count,Department_Name
18183,833,81,Cute in pic but...,2,0,2,Tops
18184,995,33,Runs small,4,1,0,Bottoms
18185,1033,32,Great leggings not jeans!,5,1,6,Bottoms
18186,895,33,So very pretty,5,1,1,Tops
18187,872,48,Pretty but not worth the price,3,0,0,Tops
18188,833,40,Dissapointed,3,0,2,Tops
18189,895,37,Dreamy poncho!,5,1,3,Tops
18190,1052,37,Yes yes yes!,5,1,1,Bottoms
18191,872,32,Pretty and comfortable,5,1,0,Tops
18192,833,56,Unexpectedly had to have it,4,1,2,Tops
18193,1033,45,Super comfortable and stylish,5,1,0,Bottoms
18194,1033,48,In love with these,5,1,2,Bottoms
18195,872,37,Almost adorable...top button?,3,0,1,Tops
18196,190,79,Soooo comfy,5,1,0,Intimate
18197,872,48,So feminine,5,1,1,Tops
18198,1052,68,Love this gorgeous jumpsuit!,5,1,0,Bottoms
18199,190,67,So comfy yet stylish,5,1,0,Intimate
18200,600,46,Boys and arrows high-neck top,4,1,0,Intimate
18201,1052,45,Gorgeous,5,1,0,Bottoms
18202,1033,36,A little thinner than expected,5,1,0,Bottoms
18203,190,27,Comfy yet unattractive,3,0,0,Intimate
18204,872,26,Nice top,4,1,0,Tops
18205,1076,35,Love it,5,1,1,Dresses
18206,863,29,Comfortable!,4,1,0,Tops
18207,863,33,"Flattering, beautiful autumn top",5,1,0,Tops
18208,863,50,Good staple,4,1,0,Tops
18209,1097,35,Cute dress,5,1,3,Dresses
18210,863,56,"Love, love, love it!",5,1,0,Tops
18211,863,61,Comfy tee!!,5,1,1,Tops
18212,1110,33,Not the same fit as ribboned denim dress,4,1,14,Dresses
18213,863,31,Perfect fall casual top,5,1,0,Tops
18214,863,39,It's a t-shirt,4,1,1,Tops
18215,863,31,Want to wear it everyday,5,1,0,Tops
18216,1110,47,Very flattering,5,1,0,Dresses
18217,863,40,Not sure...,4,1,0,Tops
18218,863,41,Great option to the everyday t shirt,4,1,1,Tops
18219,608,27,Great little slip or even summer dress,5,1,3,Intimate
18220,1126,30,So cute!,5,1,2,Jackets
18221,863,26,Solid long sleeve,3,1,0,Tops
18222,863,38,Not flattering,2,0,1,Tops
18223,863,28,Great layering staple,5,1,1,Tops
18224,1033,56,Not for me,4,1,0,Bottoms
18225,863,38,Versatile shirt,5,1,0,Tops
18226,863,65,Typical left of center,4,1,0,Tops
18227,1110,38,Comfort and style,5,1,0,Dresses
18228,1097,34,Not flattering,3,0,16,Dresses
18229,863,55,So versatile,5,1,0,Tops
18230,863,66,A dud for me,4,1,0,Tops
18231,863,56,"Cute, but not long enough for long torsos",3,0,0,Tops
18232,539,45,Great fitted tee,5,1,5,Intimate
18233,1110,27,Great fall dress,4,1,0,Dresses
18234,863,45,A good staple in a  wardrobe,3,1,0,Tops
18235,1110,46,Love it,5,1,2,Dresses
18236,863,34,Cut top,4,1,2,Tops
18237,863,36,Go go gadget arms!,3,0,1,Tops
18238,863,53,New twist to simple tee,4,1,0,Tops
18239,863,65,Seamed scoop neck tee,5,1,0,Tops
18240,863,44,Very soft and flattering,4,1,0,Tops
18241,863,54,Great relaxed t-shirt,5,1,0,Tops
18242,863,44,Fabulous dressed up tee!,5,1,0,Tops
18243,863,44,It's ok,3,0,0,Tops
18244,863,23,Love it,5,1,0,Tops
18245,1110,39,Yummy mustard,5,1,0,Dresses
18246,863,42,"Like it, but not white.",3,1,1,Tops
18247,967,42,Glam up any outfit,5,1,4,Jackets
18248,863,65,Thin & soft,5,1,0,Tops
18249,863,42,Poor quality,3,0,0,Tops
18250,1024,34,Run small,4,1,0,Bottoms
18251,831,48,Super cute peasant top,5,1,2,Tops
18252,1121,29,A wrinkled mess,1,0,1,Jackets
18253,1121,37,Yuck,1,0,3,Jackets
18254,1121,29,Classy stylish coat,4,1,2,Jackets
18255,942,37,Pretty but baggy,3,1,0,Tops
18256,942,46,Sweater review,4,1,2,Tops
18257,942,45,Love the lace detail,4,1,0,Tops
18258,1087,21,Super comfy dress,5,1,0,Dresses
18259,354,39,Stays put,4,1,0,Intimate
18260,1009,34,"Super cute, flattering to tummy",5,1,1,Bottoms
18261,1086,43,Hip and comfortable,5,1,1,Dresses
18262,1086,42,Wanted to love but doesn't work,3,0,0,Dresses
18263,1086,41,Better than i expected,5,1,0,Dresses
18264,876,26,"Pretty top, nice detailing, a bit large.",5,1,0,Tops
18265,867,23,Pretty but boxy,4,1,0,Tops
18266,1086,26,Great look for fall.,5,1,0,Dresses
18267,1086,36,"Super cute, poor quality",2,0,0,Dresses
18268,867,51,So cute! but way too boxy,2,0,0,Tops
18269,1086,32,Love this!,5,1,8,Dresses
18270,931,58,Much longer than stated,5,0,1,Tops
18271,1086,21,Exquisite and timeless,5,1,2,Dresses
18272,931,36,Bulky,4,1,2,Tops
18273,1087,40,Effortless elegance,5,1,1,Dresses
18274,1086,47,Wanted to love it!,4,1,1,Dresses
18275,1048,27,Perfect,5,1,2,Bottoms
18276,867,39,Very cute,4,1,0,Tops
18277,1087,56,Sooo sheer,1,0,3,Dresses
18278,867,61,Awesome look & feel,5,1,0,Tops
18279,1009,49,Love this skirt!,5,1,8,Bottoms
18280,1086,30,Great versatile dress,5,1,1,Dresses
18281,962,54,Cutest jacket ever,5,1,4,Jackets
18282,1086,36,Exactly what i wanted!,5,1,1,Dresses
18283,1086,36,So perfect if only the sides did not cut up,3,0,13,Dresses
18284,1086,35,So soft,5,1,3,Dresses
18285,1104,57,Go for the grey if you can still find it,4,1,0,Dresses
18286,1080,45,Beautiful dress but runs small,4,1,1,Dresses
18287,868,36,"Nicely draped, beyond basic tank w/ tricky sizing",5,1,1,Tops
18288,996,34,Gorgeous,5,1,16,Bottoms
18289,923,45,Loving the lines...,3,1,3,Tops
18290,825,34,Strange armhole construction,2,0,0,Tops
18291,826,43,Quality is questionable,3,0,2,Tops
18292,1104,28,Obsessed,5,1,5,Dresses
18293,826,36,So lovely,5,1,0,Tops
18294,907,62,"Cute, but runs small",4,1,0,Tops
18295,868,42,Perfect warm weather tank with a twist,5,1,11,Tops
18296,1122,61,Beautiful but short,4,1,2,Jackets
18297,1104,37,Cute dress,5,1,2,Dresses
18298,923,56,Great late summer/early fall top,4,1,3,Tops
18299,923,31,Great sweater!,5,1,0,Tops
18300,923,39,"Size down, way down",3,1,53,Tops
18301,923,60,Navy cold shoulder sweater,5,1,1,Tops
18302,825,26,Beautiful tunic!,5,1,0,Tops
18303,866,23,Perfect for business,4,1,2,Tops
18304,923,56,Needs to be altered for better fit.,3,1,2,Tops
18305,826,38,"Stunning blouse, but way too voluminous",4,1,23,Tops
18306,1104,43,Not great,3,0,18,Dresses
18307,866,34,Super soft!!,5,1,1,Tops
18308,1104,51,Cute versatile dress,5,1,0,Dresses
18309,1122,68,Runs small,5,1,2,Jackets
18310,1104,29,Adorable dress,4,1,1,Dresses
18311,1104,35,Simple & casual dress,4,1,7,Dresses
18312,826,27,Adorable everyday look!,4,1,0,Tops
18313,1080,39,Not too spicy,4,1,1,Dresses
18314,996,34,Want it in every color possible,5,1,0,Bottoms
18315,868,65,So soft,5,1,1,Tops
18316,1104,39,Terrible,1,0,0,Dresses
18317,886,28,"Love this! so soft, looks like the picture",4,1,0,Tops
18318,973,35,Too bulky,1,0,13,Jackets
18319,1052,25,"Yes to love, yes to life, yes to these pants",5,1,0,Bottoms
18320,1022,55,"Not loving the extra stretchy fabric, part 2",2,0,9,Bottoms
18321,1203,30,Perfect layering tank,5,1,0,Intimate
18322,829,62,You need this.,5,1,1,Tops
18323,886,36,Slimmer than it looks,5,1,0,Tops
18324,41,34,Everyday tights,5,1,0,Intimate
18325,969,41,Impulse buy,4,1,4,Jackets
18326,829,54,Love retailer's tunics,5,1,0,Tops
18327,1100,32,Could be more petite but very pretty!,4,1,0,Dresses
18328,829,41,Bought this in both colors!,5,1,0,Tops
18329,1203,47,Favorite tank ever,5,1,0,Intimate
18330,1022,47,I love these jeans!,5,1,0,Bottoms
18331,829,49,Perfect fall shirt,5,1,1,Tops
18332,886,31,Love this basic!,5,1,0,Tops
18333,886,28,Nice product for the price,5,1,0,Tops
18334,829,47,Easy,5,1,0,Tops
18335,969,46,"Gorgeous, but.",5,1,1,Jackets
18336,1203,53,Should have looked more closely at description...,3,0,1,Intimate
18337,829,54,Great tunic,5,1,1,Tops
18338,1080,51,Just not for me,3,0,1,Dresses
18339,587,32,Interesting fit,4,1,0,Bottoms
18340,886,61,Great staple piece,5,1,0,Tops
18341,1094,53,"Simple cotton, runs large",3,1,3,Dresses
18342,969,70,Kimono with kick,5,1,1,Jackets
18343,975,34,Comfortable,4,1,2,Jackets
18344,969,32,Love love love,4,1,1,Jackets
18345,829,53,Love it,5,1,4,Tops
18346,1094,26,Love the stitching details,4,1,0,Dresses
18347,829,57,Perfect fall tunic,5,1,0,Tops
18348,886,36,Have to have!!!,5,1,0,Tops
18349,886,48,Clingy material,3,0,2,Tops
18350,1203,34,A must have for every closet!,5,1,0,Intimate
18351,886,26,"Yes, but",4,1,2,Tops
18352,1203,27,"Nice, but weird fabric",4,1,0,Intimate
18353,832,21,Perfect top,5,1,0,Tops
18354,886,51,Nice shirt but beware washing,3,1,2,Tops
18355,1203,54,Versatile,5,1,1,Intimate
18356,1028,33,Not impressed,1,0,5,Bottoms
18357,1203,29,"Love the look, but hem rolls up",4,0,0,Intimate
18358,171,33,Lovely cami,5,1,0,Intimate
18359,1080,53,Not for me...,4,0,0,Dresses
18360,829,47,Super cute top!,5,1,1,Tops
18361,829,42,Love,5,1,0,Tops
18362,915,48,I'll be wearing this one a lot,5,1,4,Tops
18363,915,59,Very pretty and figure flattering.,5,1,6,Tops
18364,829,39,Great top!,5,1,1,Tops
18365,829,60,Love this!,5,1,0,Tops
18366,829,34,"Fun, colorful top",4,1,1,Tops
18367,886,70,There's something wonderful about this tee,5,1,0,Tops
18368,1100,34,Not just for petites :),5,1,16,Dresses
18369,1022,57,Perfect pair!!,5,1,0,Bottoms
18370,832,64,Just love...,5,0,4,Tops
18371,886,50,Terrific all-purpose shirt,5,1,0,Tops
18372,886,25,Great top!,5,1,0,Tops
18373,1080,44,Easy to wear,3,1,3,Dresses
18374,1080,59,"Comfortable fabric, nice embroidary",5,1,4,Dresses
18375,1022,57,So comfy!!,5,1,0,Bottoms
18376,886,32,"Comfy tee, but beware of color names!",5,1,0,Tops
18377,1094,47,"Very pretty, but too pricey",3,1,4,Dresses
18378,1080,28,"So soft, great fit",4,1,7,Dresses
18379,975,50,A no-brainer,5,1,4,Jackets
18380,1011,53,Flattering and comfortable,5,1,2,Bottoms
18381,567,34,Lovely but the cut/sizing is not good,2,0,2,Trend
18382,1078,78,Like,4,1,1,Dresses
18383,1011,23,Wrapped in cozy,5,1,1,Bottoms
18384,1074,42,Beautiful fabric,2,1,2,Dresses
18385,1047,37,Cute and comfy,5,1,3,Bottoms
18386,1078,60,I fell in love!,4,1,0,Dresses
18387,1028,42,Cute,4,0,0,Bottoms
18388,880,40,Stylish sweatshirt,5,1,6,Tops
18389,880,36,Boxy but cute!,4,1,0,Tops
18390,880,50,Comfortable as hoped,5,1,0,Tops
18391,1011,47,Great texture,5,1,14,Bottoms
18392,1047,49,Spring staple!,5,1,4,Bottoms
18393,1011,33,Sweater wrap midi skirt,2,0,2,Bottoms
18394,828,39,Great everyday shirt with a twist,4,1,45,Tops
18395,1011,69,Sweater midi skirt,5,1,3,Bottoms
18396,880,33,Gross!,1,0,1,Tops
18397,880,40,Beautiful and soft!,5,1,4,Tops
18398,567,57,Frompy,1,0,1,Trend
18399,880,43,Chic comfort,5,1,0,Tops
18400,1047,66,Loungers,5,1,0,Bottoms
18401,1078,54,Great fall dress,4,1,0,Dresses
18402,880,32,Cute for fall!,4,1,0,Tops
18403,1074,37,"Easy, comfortable dress",4,1,0,Dresses
18404,860,37,"Cute, flattering, and goes with everything",5,1,0,Tops
18405,833,69,Nice!,5,1,0,Tops
18406,1089,35,Great dress,5,1,0,Dresses
18407,833,48,Took a chance,3,1,0,Tops
18408,862,43,Great spring top,5,1,0,Tops
18409,1084,60,Perfect dress,5,1,0,Dresses
18410,862,54,So fun!,5,1,0,Tops
18411,860,34,Beautiful,5,1,0,Tops
18412,833,55,Too wide,2,0,4,Tops
18413,1084,39,"Pretty, thinner fabric than expected",4,1,0,Dresses
18414,833,39,"Love the color, but not the fit",3,1,1,Tops
18415,833,32,"Pretty, but unlined!",4,1,0,Tops
18416,864,52,Modern shape summer weight top,3,1,4,Tops
18417,833,35,"Fresh fit, great colors",5,1,0,Tops
18418,860,46,Print version is beautiful in size xl,5,1,1,Tops
18419,860,42,Love it! want the blue color too.,5,1,0,Tops
18420,862,55,Nice material but weird fit,3,1,0,Tops
18421,833,55,Beautiful!,5,1,8,Tops
18422,1089,36,Not what i expexted,3,0,0,Dresses
18423,1089,28,Beautiful pattern,5,1,0,Dresses
18424,833,45,Pretty but,4,1,15,Tops
18425,909,53,Never been more disappointed...,1,0,5,Tops
18426,860,40,Cute top,5,1,1,Tops
18427,833,40,Can't believe this top hasn't sold out yet,4,1,0,Tops
18428,833,33,Fits like a tent,2,0,0,Tops
18429,1077,29,Great dress,4,1,0,Dresses
18430,864,44,Beautiful,5,1,2,Tops
18431,833,21,Love love love!,5,1,0,Tops
18432,862,45,Better than pictured!,4,1,0,Tops
18433,833,58,"Great, feminine blouse",5,1,0,Tops
18434,833,29,Too large and not flattering,2,0,0,Tops
18435,860,34,A nice twist on the traditional peplum,4,1,0,Tops
18436,834,34,Beautiful and comfortable!,5,1,3,Tops
18437,1077,46,"Huge, even xxsp",2,0,4,Dresses
18438,860,24,Unflattering for pear shapes,3,0,2,Tops
18439,833,45,Beautiful colors. comfy. swingy,5,1,0,Tops
18440,909,68,Said no to camo,5,1,3,Tops
18441,833,66,"Beautiful, but flawed",4,1,0,Tops
18442,1084,29,Beautiful easy to wear dress,5,1,0,Dresses
18443,864,23,Drapey,4,1,10,Tops
18444,860,51,It's all good,5,1,0,Tops
18445,860,55,Versatile,5,1,1,Tops
18446,864,39,Just right,5,1,0,Tops
18447,862,30,Love this tank!,5,1,0,Tops
18448,860,64,So adorable!,5,1,12,Tops
18449,860,38,"Super cute, comfy, flattering",5,1,3,Tops
18450,833,43,Size down!,2,0,0,Tops
18451,833,34,Massive!,4,1,1,Tops
18452,862,74,Classy and funky!,5,1,0,Tops
18453,833,65,Fine workmanship and fresh swing shape,5,1,39,Tops
18454,833,41,Love this shirt!,5,1,0,Tops
18455,1089,44,Beautiful little dress!,5,1,2,Dresses
18456,833,55,Sweet top,4,1,1,Tops
18457,860,40,Very flattering,5,1,0,Tops
18458,1084,32,Looked like a sack,2,0,3,Dresses
18459,862,48,Versatile piece,5,1,0,Tops
18460,850,51,Perfect summer blouse,5,1,1,Tops
18461,1020,50,Great design and fabric,5,1,7,Bottoms
18462,850,60,Beautiful and flattering,5,1,0,Tops
18463,850,38,Gorgeous..runs small,5,1,0,Tops
18464,1033,31,Surprisingly nice,5,1,0,Bottoms
18465,850,28,Beautiful,5,1,0,Tops
18466,850,43,Beautiful,5,1,2,Tops
18467,850,39,"Runs small only because of ""vanity"" saizing",5,1,3,Tops
18468,1033,27,"Great fit, color runs",4,1,0,Bottoms
18469,850,53,Runs small,3,1,2,Tops
18470,850,29,Classic anrtho,5,1,1,Tops
18471,861,61,Poor quality,1,0,5,Tops
18472,850,40,Beautiful but runs small,5,1,22,Tops
18473,1011,66,Pays to read reviews,5,1,1,Bottoms
18474,850,42,Perfect peplum,5,1,0,Tops
18475,850,60,Great little blouse,5,1,0,Tops
18476,850,49,Very pretty and flattering,5,1,38,Tops
18477,850,47,Beautiful top but very small,4,1,0,Tops
18478,850,46,Cute top. sizing not correct.,4,1,2,Tops
18479,850,28,Gorgeous and so very feminine!,5,1,1,Tops
18480,1084,45,Yes!,5,1,0,Dresses
18481,984,37,Love it,5,1,1,Jackets
18482,822,45,"Fantastic quality, shows bra straps in back",4,1,1,Tops
18483,850,60,Spring is in the air,5,1,2,Tops
18484,850,36,Beautiful spring blouse,5,1,1,Tops
18485,1081,21,My favorite dress,5,1,0,Dresses
18486,582,27,Classic,4,1,0,Bottoms
18487,850,56,"Beautiful spring blouse, but 16s sold out in feb.?",4,1,25,Tops
18488,582,43,Romper rules,4,1,0,Bottoms
18489,850,57,Very pretty!,5,1,0,Tops
18490,1084,34,"Beautiful, light and flowy",5,1,0,Dresses
18491,850,26,I had such high hopes,2,0,0,Tops
18492,850,52,Beautiful fabric but poor design,4,1,6,Tops
18493,850,40,"Lovely, but snug!",4,1,0,Tops
18494,1011,32,Looks good online,2,0,0,Bottoms
18495,1021,34,Gorgeous & well-made,5,1,0,Bottoms
18496,1093,55,Beautiful!,5,1,0,Dresses
18497,169,41,Comfy,4,1,0,Intimate
18498,169,67,Not as listed,1,0,0,Intimate
18499,1093,58,Beautiful dress,5,1,0,Dresses
18500,169,68,Perfect,5,1,3,Intimate
18501,816,29,Beautiful details!,5,1,0,Tops
18502,169,39,Great fleece lined leggings....,5,1,0,Intimate
18503,169,48,Great leggings!,5,1,3,Intimate
18504,1035,34,Runs small,3,1,1,Bottoms
18505,1074,69,Great garden party dress,5,1,0,Dresses
18506,169,60,Awesome leggings,5,1,2,Intimate
18507,1093,33,Perfect occasion dress,5,1,2,Dresses
18508,1093,41,Just beautiful...,5,1,1,Dresses
18509,169,39,Excellent product,5,1,3,Intimate
18510,169,33,Amazing!,5,1,0,Intimate
18511,1035,46,Runs small!,4,1,1,Bottoms
18512,992,42,Beautiful! fruns small for typical retailer sizing,5,1,5,Bottoms
18513,1021,36,Skip it,1,0,1,Bottoms
18514,169,29,Super itchy!,1,0,0,Intimate
18515,1074,30,More like hot pink in color,4,1,0,Dresses
18516,169,27,Not as thick as you think,4,1,2,Intimate
18517,872,83,Soooooooooooooo pretty!,5,1,4,Tops
18518,1074,53,Recommend-yes!!! husband loves it!!!,5,1,0,Dresses
18519,169,32,So comfortable!,5,1,1,Intimate
18520,1093,38,Bulky and big,3,0,8,Dresses
18521,862,33,I wish!,3,0,8,Tops
18522,1074,54,Beautiful dress!,5,1,12,Dresses
18523,169,69,"New ""hot pants"" for winter leggings",5,1,0,Intimate
18524,1035,43,Very comfortable denim,5,1,3,Bottoms
18525,992,39,Way too small,2,0,10,Bottoms
18526,992,73,Too small,2,0,7,Bottoms
18527,169,20,Comfortable,5,1,0,Intimate
18528,169,35,Glorious,5,1,0,Intimate
18529,830,34,Too ruffly,3,0,3,Tops
18530,169,26,Too big,3,0,4,Intimate
18531,169,38,"Affordable, soft, warm leggings",5,1,2,Intimate
18532,169,39,Great deal,5,1,2,Intimate
18533,1093,37,Dazzling!,5,1,4,Dresses
18534,169,39,Comfy and cute,5,1,1,Intimate
18535,169,32,Perfect cold weather leggings!,5,1,1,Intimate
18536,169,42,Great leggings,5,1,0,Intimate
18537,530,35,Love these shorts!,5,1,0,Bottoms
18538,1002,36,Almost good,3,0,12,Bottoms
18539,1074,28,I love this dress,5,1,0,Dresses
18540,1093,44,Love it!,5,1,2,Dresses
18541,1021,65,Foamy material,3,0,3,Bottoms
18542,169,66,Super purchase!,5,1,15,Intimate
18543,1074,27,Flattering for a summer wedding,5,1,0,Dresses
18544,862,25,Runs big,4,1,0,Tops
18545,169,27,So amazing,5,1,0,Intimate
18546,830,53,Such a cute top!,5,1,0,Tops
18547,1093,34,Snag this if it pops up!,5,1,1,Dresses
18548,992,32,So happy i bought this skirt!,5,1,0,Bottoms
18549,169,36,Maybe not for the tall,3,1,0,Intimate
18550,862,25,Poor quality,1,0,0,Tops
18551,169,38,Comfy and warm,5,1,0,Intimate
18552,169,41,Smells awful,1,0,10,Intimate
18553,530,32,Not for my hips,2,0,0,Bottoms
18554,1076,52,Very flattering,5,1,2,Dresses
18555,1088,35,Awesome dress,5,1,0,Dresses
18556,830,36,Interesting,4,1,1,Tops
18557,1123,35,Different but didn't work out,4,1,0,Jackets
18558,897,35,Odd fit,1,0,0,Tops
18559,830,54,Beautiful,5,1,2,Tops
18560,897,42,Versitle sweater,4,1,0,Tops
18561,1123,42,"Super soft, comfortable",5,1,1,Jackets
18562,1088,33,In love with this dress,4,1,1,Dresses
18563,1123,41,Beautiful,5,1,2,Jackets
18564,854,46,Very low cut...and a weird snap,2,0,1,Tops
18565,854,32,Pretty but awkward,3,1,5,Tops
18566,1123,24,Beautiful jacket,5,1,0,Jackets
18567,854,50,Hooray...it came in a petite!,5,1,0,Tops
18568,1078,32,Great summer dress,5,1,9,Dresses
18569,1078,48,Cute summer dress,4,1,0,Dresses
18570,1078,42,Color!,3,1,0,Dresses
18571,824,63,Beautiful,5,1,0,Tops
18572,1078,33,Dress is super flattering,5,1,3,Dresses
18573,1018,39,Lovely,5,1,5,Bottoms
18574,865,41,Love this!,5,1,0,Tops
18575,1078,39,Missed the mark for me,3,1,16,Dresses
18576,1018,53,Slight oddity but otherwise quite pretty...,4,1,2,Bottoms
18577,1078,29,Wish it was as pictured,2,0,9,Dresses
18578,858,64,Comfy and not binding,5,1,0,Tops
18579,858,31,Hole in it after a month,2,0,0,Tops
18580,866,32,I really wanted to like this top,4,1,2,Tops
18581,1078,50,Love this dress!,5,1,0,Dresses
18582,858,28,Thin layering turtleneck,3,0,0,Tops
18583,1078,46,Missed the mark,2,0,0,Dresses
18584,1078,45,Awesome fit,5,1,0,Dresses
18585,527,60,Pretty bathing suit,4,1,1,Intimate
18586,1078,35,Super comfortable and cute,5,1,2,Dresses
18587,993,59,Butter soft and beautiful color!,5,1,1,Bottoms
18588,1072,53,Runs very large,4,1,0,Dresses
18589,824,33,Cute top,4,1,0,Tops
18590,1078,39,Against the majority,5,1,2,Dresses
18591,1078,44,Alterations needed,3,0,1,Dresses
18592,993,42,Amazing!,5,1,2,Bottoms
18593,784,33,Best tights!,5,1,1,Intimate
18594,717,25,Comfort and style,5,1,0,Bottoms
18595,1122,52,Cozy cape,5,1,0,Jackets
18596,918,40,"Very nice, just as pictured",5,1,0,Tops
18597,1122,47,Scratchy,1,0,0,Jackets
18598,1086,39,"Love, but zipper broke 1st wear",4,1,3,Dresses
18599,717,70,Comfortable,4,1,1,Bottoms
18600,1024,30,The perfect jeans!,5,1,0,Bottoms
18601,1086,29,Not for the busty,3,0,0,Dresses
18602,918,83,"Beautiful, retailer at it's best!",5,1,2,Tops
18603,891,25,Perfect fall sweater,5,1,0,Tops
18604,1025,28,Love!,5,1,1,Bottoms
18605,717,61,Yes!,5,1,0,Bottoms
18606,717,26,Fun & easy shorts!,5,1,0,Bottoms
18607,1086,34,"Great quality, unique piece",5,1,0,Dresses
18608,1122,37,First fall favorite,5,1,5,Jackets
18609,1095,27,"Too much fabric, makes you look larger",2,0,8,Dresses
18610,819,31,Average overall,3,0,4,Tops
18611,918,34,An elegant sweater for all occasions,5,1,2,Tops
18612,819,36,Quality is just not there...,2,0,2,Tops
18613,717,64,Adorable shorts,5,1,2,Bottoms
18614,1086,39,Perfect winter dress,5,1,4,Dresses
18615,918,38,Unique sweater,5,1,0,Tops
18616,1122,64,Great poncho!,3,1,0,Jackets
18617,957,48,Gorgeous and warm,5,1,1,Jackets
18618,1077,34,Beautiful,5,1,1,Dresses
18619,1046,50,Great pattern,4,1,4,Bottoms
18620,1077,28,Holy smokes!!,5,1,3,Dresses
18621,975,44,Couldn't resist,5,1,4,Jackets
18622,296,35,Sparkles!,5,1,4,Intimate
18623,357,52,Love this skort!,5,1,5,Bottoms
18624,862,44,Lovely top,5,1,0,Tops
18625,862,48,Floral delight,5,1,0,Tops
18626,296,51,Great piece for petites,5,1,0,Intimate
18627,833,66,Pretty top,4,1,0,Tops
18628,1077,32,"Tall bettys rejoice, this maxi is for you!",5,1,0,Dresses
18629,357,55,A piece that stands out,4,1,3,Bottoms
18630,1077,41,Stunning and sensational,5,1,0,Dresses
18631,1185,39,Cute top; somewhat sheer,4,1,0,Tops
18632,1065,47,"Great, versatile and comfy",5,1,0,Bottoms
18633,1077,40,This dress is all polyester! beware!,1,0,12,Dresses
18634,862,62,Another perfect tee for atlanta's hot weather!,5,1,1,Tops
18635,867,36,Lovely,4,1,0,Tops
18636,867,39,Adorable,5,1,2,Tops
18637,1104,39,Nice and comfortable,5,1,7,Dresses
18638,1077,34,Stunning dress,4,1,0,Dresses
18639,867,48,Just order it....,5,1,1,Tops
18640,862,36,"Appreciate the simple, high neck.",5,1,0,Tops
18641,975,42,Cozy boho chic,5,1,5,Jackets
18642,451,54,Constantly needs adjusting,4,0,2,Intimate
18643,975,27,Beautiful details,5,1,0,Jackets
18644,862,27,Great colors,4,1,0,Tops
18645,451,48,Easy machine washable dress,5,1,22,Intimate
18646,1077,36,Very slim,4,1,1,Dresses
18647,451,30,Just don't wash it,3,1,11,Intimate
18648,862,60,Great tee,5,1,2,Tops
18649,862,49,Fun floral tee,4,1,17,Tops
18650,1077,71,Petites beware,1,0,0,Dresses
18651,1104,55,Summer's around the corner!,5,1,5,Dresses
18652,862,59,Beautiful tee,5,1,0,Tops
18653,357,39,Adorable and hard working piece!,5,1,2,Bottoms
18654,1185,40,Long in front {short in back},1,0,1,Tops
18655,1077,33,Just perfect,5,1,0,Dresses
18656,1077,21,Beautiful dress,4,1,0,Dresses
18657,862,42,Excellent staple tee,5,1,2,Tops
18658,1077,22,"Perfect event dress, runs small !",5,1,1,Dresses
18659,1077,58,Love it!,4,1,0,Dresses
18660,451,59,Fun dress,5,1,0,Intimate
18661,862,60,Soft floral tee,5,1,2,Tops
18662,862,50,Lovely t-shirt!,4,1,17,Tops
18663,867,50,Cute and flattering top!,4,1,1,Tops
18664,296,79,Sparkly!,5,1,3,Intimate
18665,1077,59,Gorgeous,5,1,2,Dresses
18666,357,25,So cute n comfy,5,1,1,Bottoms
18667,975,37,The coolest jacket,5,1,3,Jackets
18668,862,42,Flattering fit,5,1,19,Tops
18669,1104,30,Great dress,5,1,0,Dresses
18670,867,51,Better in person!,5,1,1,Tops
18671,1077,21,Vibrant colors,5,1,0,Dresses
18672,1104,37,I wanted it to work,3,1,0,Dresses
18673,1077,32,Beautiful dress!,5,1,0,Dresses
18674,862,50,Very feminine,4,1,1,Tops
18675,867,37,"Cute, lightweight summer top",5,1,3,Tops
18676,1077,34,Too small,1,0,0,Dresses
18677,1077,39,"Amazing, but runs sooo small!!",3,1,0,Dresses
18678,862,32,Comfy and flattering,5,1,0,Tops
18679,1104,39,Made my stomach look fat,3,0,5,Dresses
18680,1104,37,"So, so cute!",4,1,0,Dresses
18681,862,37,Great everyday tee,4,1,4,Tops
18682,1077,40,Stunning!,5,1,0,Dresses
18683,1077,40,Stunning!,4,1,2,Dresses
18684,357,64,"Really, really cute",5,1,7,Bottoms
18685,1104,35,"I like this piece, but read on for a few notes",3,1,2,Dresses
18686,316,30,"Fun, unique romper",5,1,1,Bottoms
18687,878,67,Pleasantly surprised,4,1,6,Tops
18688,1072,28,Perfect,5,1,0,Dresses
18689,988,32,"Gorgeous skirt, wow!!!!!",5,1,9,Bottoms
18690,449,41,Adorable shorts!,5,1,2,Bottoms
18691,1072,34,Beautiful fabrics,5,1,1,Dresses
18692,828,25,Perfect flowy go to top,4,1,3,Tops
18693,1072,46,Beautiful pattern,4,1,0,Dresses
18694,316,28,Love it!,5,1,0,Bottoms
18695,316,28,Didn't work for me,2,0,1,Bottoms
18696,895,44,Good for one use,1,0,0,Tops
18697,828,28,"Soft, long shirt that will go great with leggings",5,1,0,Tops
18698,316,28,Unfortunate!!,3,0,1,Bottoms
18699,927,53,Adorable swing sweater,4,1,8,Tops
18700,1072,29,Wish this had worked out!,4,1,0,Dresses
18701,316,50,Substantial material,5,1,2,Bottoms
18702,927,44,Favorite new fall item,5,1,0,Tops
